Firma Adı;Konum;Resim Yolu;Telefon;E-Posta;Hakkımızda;Kuruluş Yılı;Ücret Aralığı;Kapalı Alan;Açık Alan;Özellikler
Mini Star's Oyun Atölyesi;Keçiören / Ankara;kurum_galeri/ministarsoyunatölyesi_1770962226.jpg;+905384425249;iletisim@oyungruplari.com;"12 & 72 ay çocuklarin; Sanat aktivitesi, Montessori etkinlikleri,ritim -muzik, Duyusal etkinlikler,serbest oyun ve öykü atölyesi ile etkinlik yapabildiği anaokula hazırlık grubu ile de akran iletişimsizligin basit makas kalem kavram ve sanatsal aktivitelerle anaokula hazırlıkta beceri kazandığı sosyal anne çocuk etkinlik merkezi dir.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Montesorri, Waldorf, Yabancı Dil
Lala Çocuk & Aile;Gaziosmanpaşa / İstanbul;kurum_galeri/lalaçocukaile_1770962228.jpg;+905545684434;iletisim@oyungruplari.com;Lala çocuk & aile olarak İstanbul Gaziosmanpaşa bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Gaziosmanpaşa oyun grubu. İstanbul oyun grupları.;;;;;Psikolojik
Neşeli Melodiler Oyun Okulu;İzmit / Kocaeli;varsayilan.jpg;+905386088584;iletisim@oyungruplari.com;Neşeli Melodiler Oyun Okulu olarak Kocaeli İzmit bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. İzmit oyun grubu. Kocaeli oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Muzik, Orff, Yaratıcı Drama, Kamera, Yemek, Montesorri, Waldorf, Reggio Emilia, Bahce, Çocuk Parkı
Bamboo Kids Activity Center;Şişli / İstanbul;varsayilan.jpg;+905346756485;iletisim@oyungruplari.com;Bamboo Kids Activity Center İçinde top havuzu, trambolin ve çocuk tuvaleti de bulunan bir oyun alanıdır. Burada her hafta farklı temalarda çocukların yaş gelişim düzeylerine uygun çeşitli sanat, drama, hikaye, duyusal ve motor gelişim etkinlikleri, uygulanmaktadır. 16 yıldır kurumsal okullarda okul öncesi öğretmenliği yapan deneyimli ögretmenimiz programi hazırlayıp uygular. 1 aylık düzenli gelen çocuklara uzmanımız tarafından gelişimsel takip testi yapılır sonucu veli ile paylaşılır. 18 aydan itibaren cocuklar anneleriyle birlikte katılabilir. Grup halinde gelenlere yüzde 10 indirim uygulanır.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Montesorri, Reggio Emilia, High Scope, Cooperative, Çocuk Parkı, Psikolojik
Tohum Oyun Atölyesi;Üsküdar / İstanbul;kurum_galeri/tohumoyunatölyesi_1770962231.jpg;+905438502296;iletisim@oyungruplari.com;Tohum Oyun Atölyesi olarak İstanbul Üsküdar bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz.Üsküdar oyun grubu. İstanbul oyun grupları.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Montesorri
Aynur Teyze Çocuk Oyun Evi;Manavgat / Antalya;kurum_galeri/aynurteyzeçocukoyunevi_1770962233.jpg;+905078307925;iletisim@oyungruplari.com;18-36 ay Anneli Gruplarimiz 3-5 Yaş Yarim/Tam Gün Gruplarimiz Seans Olarak Katilim;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Binicilik, Jimnastik, Pilates, Tenis, Yoga, Yüzme, Bale, Dans, Muzik, Yaratıcı Drama, Yemek, Montesorri, Waldorf, Reggio Emilia, PYP, High Scope, Bank Street, Cooperative, Creative Cirriculum, Yabancı Dil, Kodlama, Satranç, Çocuk Parkı, Aile Daışmanı
Bambi Kitabevi ve Oyun Atölyesi;Çekmeköy / İstanbul;kurum_galeri/bambikitabeviveoyunatölyesi_1770962234.jpg;+905442726061;iletisim@oyungruplari.com;"Bambi Çocuk Kitabevi ve Oyun Atölyesi İstanbul Çekmeköy Taşdelen'de hizmet vermeye Nisan 2023 te başladı. Kurucusu Özlem Sarısoy'dur. Bambi; çocuk kitapları ve etkinlik malzemeleri, kutu oyunları ve puzzle gibi bir çok materyali de satışa sunmaktadır. Kitabevi olmanın yanı sıra aynı zamanda Oyun Atölyesi olarak çeşitli oyun grubu, etkinlik atölyeleri ve workshoplar düzenlemektedir. Kitaplar ve oyunlara kafe bölümü de eşlik etmektedir. Ebeveynlerin beklerken keyifli vakit geçirmesi için çay kahve içebilecekleri, arkadaşları yada diğer ebeveynler ile etkileşimde bulunacakları, otururken kitapları da inceleyebilecekleri kafe alanımız da hizmet vermektedir.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Montesorri, Yabancı Dil
My Gym Büyükçekmece;Büyükçekmece / İstanbul;kurum_galeri/mygymbüyükçekmece_1770962235.jpg;+905322559361;iletisim@oyungruplari.com;My Gym Çocuk Spor ve Gelişim Merkezi Temel Hareket Eğitimi ve Temel Jimnastik (7 Ay-11 Yaş) Oyun Grupları (7 Ay-54 Ay) ;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Dans, Yaratıcı Drama, Güvenlik, Kamera, Montesorri, Waldorf, Kodlama
Selçuklu Anakucağı Kreş;Selçuklu / Konya;kurum_galeri/selçukluanakucağıkreş_1770962237.jpg;+905379548074;iletisim@oyungruplari.com;Selçuklu Anakucağı Kreş   olarak Konya Selçuklu bölgesinde çocuklar için kreş olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Konya Selçuklu kreş;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Montesorri, Waldorf, High Scope, Bahce, Çocuk Parkı
Afyon Kids Garden Oyun Evi;Afyonkarahisar Merkez / Afyonkarahisar;varsayilan.jpg;+905385108086;iletisim@oyungruplari.com;Afyon Kids Garden Oyun Evi olarak Afyonkarahisar Merkez bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Merkez oyun grubu. Afyonkarahisar oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş
Baby World İzmir Balçova;Balçova / İzmir;kurum_galeri/babyworldi̇zmirbalçova_1770962240.jpg;+905072541992;iletisim@oyungruplari.com;"""Türkiye’de ilk hareket odaklı Uzman antrenör, psikolojik danışman, çocuk gelişim uzmanları eşliğinde MONTESORRİ yaklaşımına uygun düzenlenmiş gelişim takibi esaslı oyun grupları ile başarıları kanıtlanmış tek sistem Baby world.. “Çocuklarınız hangi yaşta ne yapabilirler?” sorusuna cevabını bulabileceğiniz beceri düzeyi hakkında bol bol gözlem yaparak bilgi sahibi olabileceğiniz teorik ve uygulamalı spor ve beceri gelişim merkezimize sizleri de bekliyoruz.""";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Jimnastik, Kamera, Yemek, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Bahce, Aile Daışmanı
Düpi Çocuk Gelişim Merkezi;Düzce Merkez / Düzce;kurum_galeri/düpiçocukgelişimmerkezi_1770962241.jpg;+905452637800;iletisim@oyungruplari.com;;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Orff, Yaratıcı Drama, Bahce, Çocuk Parkı, Aile Daışmanı
Pera Beşiktaş;Beşiktaş / İstanbul;kurum_galeri/perabeşiktaş_1770962243.jpg;+905445448280;iletisim@oyungruplari.com;Pera Beşiktaş olarak İstanbul Beşiktaş bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Beşiktaş oyun grubu. İstanbul oyun grupları.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Binicilik, Jimnastik, Pilates, Tenis, Yoga, Yüzme, Bale, Dans, Koro, Muzik, Orff, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, PYP, High Scope, Bank Street, Cooperative, Creative Cirriculum, Yabancı Dil, Doktor, Aile Daışmanı, Hemşire
Doğada Bir Oyun Atölyesi;Küçükçekmece / İstanbul;kurum_galeri/doğadabiroyunatölyesi_1770962245.jpg;+905395048515;iletisim@oyungruplari.com;Biz Acçık Havvada bir oyun grubuyuz Çocukklar kapali alanda yeterince kaliyor onlari mumkun oldugunca disarida doga sosyallesicegi arkadaslariyla bitlikte vakit gecirmesini sağlıyoruz;;;;;3 - 4 Yaş, 4 - 5 Yaş, Jimnastik, Yoga, Dans, Muzik, Yaratıcı Drama, Montesorri, Bahce, Çocuk Parkı
Uzm.Münire Gölpek Çocuk Gel. Merk.;Odunpazarı / Eskişehir;varsayilan.jpg;+905307176226;iletisim@oyungruplari.com;0-18 Yaş Pedagojik Danışmanlık Hizmetleri Dikkat ve Algı Geliştirme Oyun Terapisi Nöralpy otizm Bebeklik Dönemi Gelişim Takipleri Gecikmiş Konuşma ve Konuşma Geriliği Gelişim Destekleyici Oyun Öğrenme Güçlüğü Çocuklarda Görülen Gelişim Gerilikleri Ön tanı ve Erken Müdahale Edilmesi Çocuklarda Davranış Problemleri Tuvalet Alışkanlığı Alt ıslatma (enürezis-enkoprezis) Tırnak Yeme Kardeş Kıskançlığı Boşanma Ölüm Gibi Tranvatik Durumlara Destek Kurum ve Okullara Seminer ve Eğitim Hizmetleri Dikkat Eksiliği&Hiperaktivite Ebeveynli Oyun Grupları Ebeveynsiz Oyun Gruplarıl;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Dans, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Montesorri, Waldorf, Reggio Emilia, PYP, Kodlama, Satranç, Aile Daışmanı, Psikolojik
Yoyoland Balçova;Balçova / İzmir;kurum_galeri/yoyolandbalçova_1770962247.jpg;+905322242931;iletisim@oyungruplari.com;YOYOLAND  denge ve koordinasyon oyun merkezini kurma amacımız çocukların kaba ve ince motor becerilerinin doğal yollardan gelişimlerini sağlayacak bir ortam yaratmaktır. Oyun merkezimizde, tamamıyla sportif hareketlerin içinde olduğu oyun programları sayesinde çocuklarımızın denge ve el/göz/ayak koordinasyonlarının doğal olarak gelişmelerine yardımcı olmaktayız. Bunun dışında, çocuklarımız ileriki zamanlarda değişik spor kollarında daha aktif olabilmeleri için reaksiyon, oryantasyon, ritim ve ayrım yapma becerilerini de oynattığımız oyunlar ile geliştirebilmektedirler.Çocuk oyun merkezinin çocuklarımızın fiziksel gelişimlerine katkı sağlamakla beraber onların sosyalleşmelerine de imkân tanıdığını belirtmek isteriz. Çocukların oynanan oyunlarda birbirleriyle temas kurması, kaynaşması, odaklanmayı öğrenmesi ve sırada beklerken sabırlı olma yetilerini geliştirmeleri onların uzun vadede düzgün arkadaşlıklar ve disiplinli bir hayat kurmalarına katkı sağlayacaktır.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Pilates, Yoga, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Yemek, Montesorri, Waldorf
Art of Therapy;Çankaya / Ankara;kurum_galeri/artoftherapy_1770962249.jpg;+905011019373;iletisim@oyungruplari.com;12-36 aylık çocuklar için ebeveyn katılımlı gelişimsel oyun grupları ve 4-11 yaş grubu çocuklar için atölyeler düzenlemekteyiz. Art of Therapy isimli firma Ankara Çankaya bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir okul öncesi firmasıdır. Çankaya oyun grubu. Ankara oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Muzik, Yaratıcı Drama, Bahce
Diego Çocuk Mutlu Gelecek Atölyesi;Keçiören / Ankara;kurum_galeri/diegoçocukmutlugelecekatölyesi_1770962251.jpg;+905518516366;iletisim@oyungruplari.com;Diego Çocuk Gelişim Merkezi 0-6 yaş oyun gruplarıyle çocukların gelişimini destekliyoruz. Çocuğun ekrana değil akrana ihtiyacı var😊 Diego Çocuk Gelişim Merkezi Ankara Keçiören bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir çocuk gelişim merkezidir. Keçiören oyun grubu. Ankara oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Dans, Muzik, Yaratıcı Drama, Montesorri, Yabancı Dil, Satranç, Aile Daışmanı, Psikolojik
Aktif Çocuklar Spor Kulübü;Etimesgut / Ankara;varsayilan.jpg;+905389404245;iletisim@oyungruplari.com;3-6 yaş arası çocuklarımız için yarım gün ebeveynsiz oyun grupları, 1-12 yaş çocuklar için, Oyun grubu etkinlikleri, Birebir hareket eğitimleri, Birebir grup ve cimnastik eğitimleri, Floortime, Yüzme Spor dersleri vermekteyiz. Bilgi ve kayıt için bu sayfadaki iletişim bilgilerimizden bize ulaşabilirsiniz 😊 Etimesgut oyun grubu. Ankara oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Yüzme, Montesorri, Havuz
Özel Özer Aile Danışma Merkezi;Çankaya / Ankara;kurum_galeri/özelözerailedanışmamerkezi_1770962253.jpg;+905422530692;iletisim@oyungruplari.com;"Biz bir yetişkin terapisti ve bir aile danışmanı iki kız kardeş olarak; seanslarımızda yetişkinlik çağlarını yaşayan kişilerin içlerindeki örselenmiş çocuklarla karşılaştığımız her gün, o küçük çocuklarla göz göze geldiğimiz her dakika ve her iki yetişkinin içlerindeki küçük çocukların ilişkilerinde yaşadıkları çatışmaları gördüğümüz, o iki çocuğa, ilişkilerine yeni yollarla yaklaştığımız her an Çocuk Duygu Atölyesi zihnimizde demleniyordu. Yetişkinlik dönemini yaşayan kişilerin içlerindeki çocuklara ulaşıp onların kendilerine yeni ebeveyn yollarıyla yaklaşarak, yaralarını sarabilmelerine rehberlik edebiliyoruz; peki daha yetişkinlik çağlarına gelmemiş çocuklar için şimdiden nasıl önlemler alabiliriz? Onlar için neler yapabiliriz? İşte bizim yetişkinlerle yıllardır çalışan merkezimizi çocuklara ve onların ebeveynlerine açma kararımız, iki kardeş olarak bu sorgulamalardan ve bu derin karşılaşma anlarından doğdu. Demlenen fikirlerimiz ile atölyelerimize başladık. Özel Özer Aile Danışma Merkezi isimli firma Ankara Çankaya bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir okul öncesi firmasıdır.  Çankaya oyun grubu.  Ankara oyun grupları.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Yaratıcı Drama, Yabancı Dil, Aile Daışmanı
Şişli Play Group Oyun Grubu;Şişli / İstanbul;varsayilan.jpg;+902128030393;iletisim@oyungruplari.com;"Uzman Psikolojik Danışman eşliğinde 18/36 Ay öğrencilerimiz sosyalleşirken çeşitli etkinliklerle beceri kazandığı bir sürece dahil olmaktadır. Aylık olarak bir kez velimizle öğrencimizin gelişim süreciyle ilgili bireysel görüşme gerçekleştirmekteyiz. Oyun çocuğun; -Dünyasıdır -Gerçeğidir -Dilidir Ve çok daha fazlası...Sizce oyun, çocuk için neyi ifade eder?";;;;;2 - 3 Yaş, Bahce, Çocuk Parkı
Ay Tozu Oyun Atölyesi;Beykoz / İstanbul;kurum_galeri/aytozuoyunatölyesi_1770962255.jpg;+905309081520;iletisim@oyungruplari.com;Ay Tozu Oyun Atölyesi isimli firma İstanbul Beykoz bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir okul öncesi firmasıdır.  Beykoz oyun grubu.  İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, Güvenlik, Kamera, Waldorf, Bahce, Çocuk Parkı
Sunshine Kids Play Time;Maltepe / İstanbul;varsayilan.jpg;+905415058181;iletisim@oyungruplari.com;Sunshine Kids Play Time olarak 2-5 yaş okul öncesi dönem çocuklarına İngilizce Oyun Atölyeleri ve Türkçe Kitap Atölyeleri düzenliyoruz. Yaz döneminde açık havada düzenlediğimiz atolyelerimize kış döneminde Çekmeköy'de bulunan Uğurböceği Atölye'de devam edeceğiz.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, Creative Cirriculum, Yabancı Dil
Nature Kids;Başakşehir / İstanbul;kurum_galeri/naturekids_1770962258.jpg;+905421015437;iletisim@oyungruplari.com;"Çeşit çeşit meyve ağaçlarının bulunduğu, kendi meyve sularımızı kendimiz yaptığımız; annelere sıcak bir kahve içme fırsatı sunan müstakil bir mekana sahibiz. En alt katımız kafe bölümümüz. Annelerimiz burada keyifle çay kahvelerini yudumlarken; kamera sisteminden çocuklarını izleyebilir, kitap köşemizdeki kitaplarımızı okuyabilir yada yeni arkadaşlıklar kurup sosyalleşebilir. Kurucumuz ve eğitmenlerimiz Çocuk Gelişimi mezunlarıdır. “Her çocuk özel’dir” anlayışıyla, gruplarımızdaki tüm çocuklarımıza bütüncül olarak bakılır ve beslenmesi gereken yönler adına ebeveynlere fikirlerde bulunulur.. Tüm içeriklerimiz doğaldır. Bütün materyallerimizi eğitmenlerimiz kendileri hazırlamaktadır.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Muzik, Kamera, Yemek, Montesorri, Waldorf, Reggio Emilia, Bahce
Mutlu Çocuk Oyun Evi;Başakşehir / İstanbul;kurum_galeri/mutluçocukoyunevi_1770962260.jpg;+905444403694;iletisim@oyungruplari.com;Mutlu Çocuk Oyun Evi psikolog eşliğinde kurulmuş,anne ve çocuklar için tasarlanmış nadide mekânlardan biridir.9 ay ve 9 yaş arası tüm çocuklarımız için öğretmenlerimiz eşliğinde günlük etkinlikler,saatli ve aylık abonelikler ve anneli oyun gruplarının,atölyelerin düzenlendiği çocuğunuzla beraber keyifli vakit geçirip mutlu ayrılabileceğiniz bir alan.Öncelikle hedefimiz anne ve çocuk olan temamızda aynı zamanda doğum günü,baby shower,diş buğdayı,bebek mevlidi organizasyonları düzenlenmektedir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Pilates, Yoga, Dans, Koro, Muzik, Orff, Yaratıcı Drama, Montesorri, Yabancı Dil
Tabu Oyun Evi Aktivite Atölyesi;Keçiören / Ankara;kurum_galeri/tabuoyuneviaktiviteatölyesi_1770962261.jpg;+905057797806;iletisim@oyungruplari.com;Oyun evi, oyun grupları, gelişimsel etkinlikler, çeşitli atölye günleri, özel gün kutlamaları. Tabu Oyun Evi Aktivite Atölyesi isimli firma Ankara Keçiören bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir okul öncesi firmasıdır. Keçiören oyun grubu. Ankara oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Yaratıcı Drama, Kamera, Montesorri, Yabancı Dil, Çocuk Parkı, Aile Daışmanı, Psikolojik
Elif Art Clup Cafe;Etimesgut / Ankara;kurum_galeri/elifartclupcafe_1770962264.jpg;+905521848103;iletisim@oyungruplari.com;Elif Art Clup Cafe çocukların ve ailelerin konforunu düşünerek tasarlanmış bir Çocuk oyun cafesidir. Çocukların yaş grubuna özel haftalık düzenenlenen workshop atölyesi, çocuk oyun alanı, doğum günü parti alanı ve cafe konseptiyle hem ailelere hem çocuklara hitap eden bir cafedir🌸;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, Çocuk Parkı
Minik Kalpler Oyun Evi;Etimesgut / Ankara;kurum_galeri/minikkalpleroyunevi_1770962266.jpg;+905458584514;iletisim@oyungruplari.com;"Ankara Etimesgut ilçesinde hizmet veren bir oyun evi olarak; çocuklarımız için en kapsamlı, en öğretici ve en eğlenceli etkinlikleri hazırlıyoruz. Her hafta değişen temalarımızla çocuklarımızın farklı kavramlar öğrenmesini, kaliteli ve eğlenceli zaman geçirmesini hedefliyoruz. Siz değerli ebeveynlerimize ise önceliğimiz olan çocuklarımızı düşünerek, uygun fiyat avantajı ve bol bol sevgi sunuyoruz 😊";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Montesorri, Reggio Emilia, Yabancı Dil, Satranç, Bahce, Çocuk Parkı
LaLa Oyun Atölyesi;Etimesgut / Ankara;kurum_galeri/lalaoyunatölyesi_1770962269.jpg;+905050481894;iletisim@oyungruplari.com;LâLâ Oyun Atölyesi olarak amacımız, çocukların eğlenerek öğrenmelerini sağlamaktır. Akran etkileşimi, fiziksel ve duyusal gelişim, oyunlarla tanışma, kendini ifade edebilme, yeteneklerini keşfetme alanlarına fırsat sağlayacak şekilde atölyelerimizi gerçekleştirmekteyiz.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, PYP, High Scope, Bank Street, Cooperative, Creative Cirriculum, Yabancı Dil, Kodlama, Satranç, Bahce, Çocuk Parkı
Minik Melekler Anaokulu;Pendik / İstanbul;varsayilan.jpg;+905357033733;iletisim@oyungruplari.com;Minik Melekler Anaokulu olarak İstanbul Pendik bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Pendik oyun grubu. İstanbul oyun grupları.;;;;;2 - 3 Yaş, 3 - 4 Yaş
Dora Açık Hava Oyun Grubu;Pendik / İstanbul;kurum_galeri/doraaçıkhavaoyungrubu_1770962271.jpg;+905519556132;iletisim@oyungruplari.com;Dora Açık Hava Oyun Grubu isimli firma İstanbul Pendik bölgesinde çocukları için oyun grubu ve atölye düzenleyen bir okul öncesi firmasıdır. Pendik Oyun Grubu İstanbul Anadolu yakası oyun grubu;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Dans, Muzik, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, PYP, High Scope, Kodlama, Çocuk Parkı
Joy Kids Academy;Onikişubat / Kahramanmaraş;kurum_galeri/joykidsacademy_1770962273.jpg;+905324900346;iletisim@oyungruplari.com;Joy Kids Academy olarak Kahramanmaraş Onikişubat bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Onikişubat oyun grubu. Kahramanmaraş oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Yaratıcı Drama, Montesorri
Pera Çocuk Atölyesi;Maltepe / İstanbul;kurum_galeri/peraçocukatölyesi_1770962274.jpg;+905464024002;iletisim@oyungruplari.com;Ebeveynli oyun grupları Montessori Eğitim Duyusal oyunlar Müzik/Ritim İnce motor gelişimi destekleyen etkinlikler;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Muzik, Montesorri, Waldorf
